Date,Rented Bike Count,Hour,Temperature(กษ),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(กษ),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
2018-02-06,171,15,-5.9,25,3.1,1936,-22.8,1.93,0,0,Winter,No Holiday,Yes
2018-02-06,175,16,-5.9,24,3.5,2000,-23.2,1.44,0,0,Winter,No Holiday,Yes
2018-02-06,227,17,-6.6,29,2.5,2000,-21.7,0.68,0,0,Winter,No Holiday,Yes
2018-02-06,392,18,-7.6,36,3.3,2000,-20.1,0.11,0,0,Winter,No Holiday,Yes
2018-02-06,251,19,-8.4,37,4,2000,-20.5,0,0,0,Winter,No Holiday,Yes
2018-02-06,193,20,-9.6,34,2.6,2000,-22.5,0,0,0,Winter,No Holiday,Yes
2018-02-06,175,21,-10.6,39,3.1,2000,-21.9,0,0,0,Winter,No Holiday,Yes
2018-02-06,169,22,-11.1,43,1.8,1960,-21.2,0,0,0,Winter,No Holiday,Yes
2018-02-06,106,23,-11.8,46,1.1,1860,-21.1,0,0,0,Winter,No Holiday,Yes
2018-02-07,116,0,-12.3,47,0.4,1848,-21.3,0,0,0,Winter,No Holiday,Yes
2018-02-07,96,1,-12.3,47,1.9,1837,-21.3,0,0,0,Winter,No Holiday,Yes
2018-02-07,83,2,-12.5,50,1,1722,-20.8,0,0,0,Winter,No Holiday,Yes
2018-02-07,51,3,-12.5,49,1.5,1885,-21,0,0,0,Winter,No Holiday,Yes
2018-02-07,34,4,-13.1,54,0.7,1369,-20.4,0,0,0,Winter,No Holiday,Yes
2018-02-07,45,5,-13,53,0.7,1810,-20.5,0,0,0,Winter,No Holiday,Yes
2018-02-07,92,6,-13.2,50,0.5,1873,-21.4,0,0,0,Winter,No Holiday,Yes
2018-02-07,214,7,-13.2,56,0.9,1665,-20.1,0,0,0,Winter,No Holiday,Yes
2018-02-07,469,8,-13.3,60,0.6,1598,-19.4,0.02,0,0,Winter,No Holiday,Yes
2018-02-07,237,9,-12,50,1.3,1523,-20.3,0.43,0,0,Winter,No Holiday,Yes
2018-02-07,155,10,-9.6,39,0.7,1580,-21,1.06,0,0,Winter,No Holiday,Yes
2018-02-07,176,11,-7,28,3.3,1829,-22.4,1.56,0,0,Winter,No Holiday,Yes
2018-02-07,188,12,-6,24,2.6,1964,-23.3,1.97,0,0,Winter,No Holiday,Yes
2018-02-07,228,13,-4.5,23,2.6,1937,-22.5,2.12,0,0,Winter,No Holiday,Yes
2018-02-07,199,14,-3.5,20,1.5,1976,-23.2,2.02,0,0,Winter,No Holiday,Yes
2018-02-07,221,15,-2.1,20,2.3,1961,-22.1,1.87,0,0,Winter,No Holiday,Yes
2018-02-07,240,16,-1.7,18,2,1919,-22.9,1.41,0,0,Winter,No Holiday,Yes
2018-02-07,320,17,-2.3,20,2.2,1994,-22.2,0.77,0,0,Winter,No Holiday,Yes
2018-02-07,448,18,-4,27,2.5,2000,-20.2,0.16,0,0,Winter,No Holiday,Yes
2018-02-07,280,19,-5.2,33,2.6,2000,-19,0,0,0,Winter,No Holiday,Yes
2018-02-07,218,20,-5.8,44,2.1,1994,-16.1,0,0,0,Winter,No Holiday,Yes
2018-02-07,223,21,-6.3,48,2.2,1965,-15.5,0,0,0,Winter,No Holiday,Yes
2018-02-07,200,22,-6.8,50,1.7,1856,-15.5,0,0,0,Winter,No Holiday,Yes
2018-02-07,164,23,-7.6,50,1,1839,-16.2,0,0,0,Winter,No Holiday,Yes
2018-02-08,136,0,-8.2,50,1.1,1850,-16.8,0,0,0,Winter,No Holiday,Yes
2018-02-08,126,1,-8.5,60,1.2,1908,-14.8,0,0,0,Winter,No Holiday,Yes
2018-02-08,103,2,-8.3,65,0.4,1750,-13.7,0,0,0,Winter,No Holiday,Yes
2018-02-08,57,3,-8.6,64,0.9,1754,-14.1,0,0,0,Winter,No Holiday,Yes
2018-02-08,46,4,-9,54,0.6,1833,-16.6,0,0,0,Winter,No Holiday,Yes
2018-02-08,39,5,-9,56,0.4,1678,-16.1,0,0,0,Winter,No Holiday,Yes
2018-02-08,99,6,-9.3,61,0.7,1684,-15.4,0,0,0,Winter,No Holiday,Yes
2018-02-08,255,7,-9.6,67,1,1503,-14.5,0,0,0,Winter,No Holiday,Yes
2018-02-08,507,8,-9.7,65,0.8,1508,-15,0.02,0,0,Winter,No Holiday,Yes
2018-02-08,270,9,-8.5,55,1,1482,-15.9,0.4,0,0,Winter,No Holiday,Yes
2018-02-08,160,10,-6.3,46,1.3,1346,-16,1.01,0,0,Winter,No Holiday,Yes
2018-02-08,217,11,-3.1,39,1.2,1495,-15.1,1.54,0,0,Winter,No Holiday,Yes
2018-02-08,253,12,-1.5,35,1.2,1551,-15,1.9,0,0,Winter,No Holiday,Yes
2018-02-08,270,13,0.3,30,1.4,1697,-15.2,2.11,0,0,Winter,No Holiday,Yes
2018-02-08,253,14,0.9,25,2.4,1730,-16.9,2.09,0,0,Winter,No Holiday,Yes
2018-02-08,286,15,1.4,25,2.2,1686,-16.5,1.81,0,0,Winter,No Holiday,Yes
2018-02-08,284,16,2,25,2.3,1755,-16,1.3,0,0,Winter,No Holiday,Yes
2018-02-08,337,17,1.5,24,1.9,1788,-16.9,0.72,0,0,Winter,No Holiday,Yes
2018-02-08,564,18,-0.5,26,1.7,1999,-17.7,0.15,0,0,Winter,No Holiday,Yes
2018-02-08,378,19,-1.8,35,1.4,1558,-15.2,0,0,0,Winter,No Holiday,Yes
2018-02-08,277,20,-2.8,40,1.5,1593,-14.5,0,0,0,Winter,No Holiday,Yes
2018-02-08,268,21,-3.3,42,1.1,1596,-14.4,0,0,0,Winter,No Holiday,Yes
2018-02-08,233,22,-3.9,41,0.4,1462,-15.2,0,0,0,Winter,No Holiday,Yes
2018-02-08,195,23,-4.3,44,0.7,1247,-14.7,0,0,0,Winter,No Holiday,Yes
2018-02-09,178,0,-4.6,38,0.1,1551,-16.7,0,0,0,Winter,No Holiday,Yes
2018-02-09,159,1,-4.8,44,1.1,1432,-15.2,0,0,0,Winter,No Holiday,Yes
2018-02-09,107,2,-5.1,47,0.9,1460,-14.6,0,0,0,Winter,No Holiday,Yes
2018-02-09,78,3,-5.2,48,0.7,1309,-14.5,0,0,0,Winter,No Holiday,Yes
2018-02-09,46,4,-4.4,47,0.9,1343,-14,0,0,0,Winter,No Holiday,Yes
2018-02-09,36,5,-4.2,44,1.1,1196,-14.6,0,0,0,Winter,No Holiday,Yes
2018-02-09,117,6,-4,41,0.8,1242,-15.3,0,0,0,Winter,No Holiday,Yes
2018-02-09,273,7,-3.6,42,0.9,1258,-14.6,0,0,0,Winter,No Holiday,Yes
2018-02-09,589,8,-3.3,39,0.9,1279,-15.3,0.02,0,0,Winter,No Holiday,Yes
2018-02-09,308,9,-2.4,36,1.2,1276,-15.4,0.2,0,0,Winter,No Holiday,Yes
2018-02-09,199,10,-1.3,34,0.5,1192,-15.1,0.32,0,0,Winter,No Holiday,Yes
2018-02-09,238,11,-0.2,31,0.8,1269,-15.3,0.5,0,0,Winter,No Holiday,Yes
2018-02-09,260,12,1.6,28,0.5,1193,-14.9,0.88,0,0,Winter,No Holiday,Yes
2018-02-09,268,13,2.6,27,0.8,1120,-14.5,0.82,0,0,Winter,No Holiday,Yes
2018-02-09,283,14,4,25,0.9,1009,-14.3,1.06,0,0,Winter,No Holiday,Yes
2018-02-09,315,15,5,24,1,1037,-13.9,1.16,0,0,Winter,No Holiday,Yes
2018-02-09,319,16,6,28,1.7,1183,-11.1,1.03,0,0,Winter,No Holiday,Yes
2018-02-09,422,17,4.8,38,3,1582,-8.3,0.47,0,0,Winter,No Holiday,Yes
2018-02-09,659,18,4.1,40,2.1,1327,-8.3,0.1,0,0,Winter,No Holiday,Yes
2018-02-09,407,19,3.3,58,1.7,1024,-4.1,0,0,0,Winter,No Holiday,Yes
2018-02-09,308,20,3,61,1.9,842,-3.8,0,0,0,Winter,No Holiday,Yes
2018-02-09,243,21,2.9,63,1,786,-3.4,0,0,0,Winter,No Holiday,Yes
2018-02-09,263,22,2.5,66,1.1,759,-3.2,0,0,0,Winter,No Holiday,Yes
2018-02-09,193,23,2,70,0.7,689,-2.9,0,0,0,Winter,No Holiday,Yes
2018-02-10,197,0,1.5,71,1.1,590,-3.1,0,0,0,Winter,No Holiday,Yes
2018-02-10,237,1,1.7,71,1.2,584,-3,0,0,0,Winter,No Holiday,Yes
2018-02-10,169,2,1.9,71,1.5,584,-2.8,0,0,0,Winter,No Holiday,Yes
2018-02-10,145,3,2,71,1.2,534,-2.7,0,0,0,Winter,No Holiday,Yes
2018-02-10,79,4,1.9,74,1.2,514,-2.2,0,0,0,Winter,No Holiday,Yes
2018-02-10,41,5,1.8,75,2,484,-2.1,0,0,0,Winter,No Holiday,Yes
2018-02-10,48,6,1.6,78,1.6,448,-1.8,0,0,0,Winter,No Holiday,Yes
2018-02-10,97,7,1.6,81,1.4,393,-1.3,0,0,0,Winter,No Holiday,Yes
2018-02-10,188,8,1.6,82,1.3,349,-1.1,0.01,0,0,Winter,No Holiday,Yes
2018-02-10,222,9,1.6,78,2,260,-1.8,0.17,0,0,Winter,No Holiday,Yes
2018-02-10,223,10,1.8,73,2.8,270,-2.5,0.69,0,0,Winter,No Holiday,Yes
2018-02-10,235,11,2.6,62,2.9,294,-3.9,1.12,0,0,Winter,No Holiday,Yes
2018-02-10,248,12,2.9,53,4.7,354,-5.7,1.37,0,0,Winter,No Holiday,Yes
2018-02-10,296,13,2.8,31,4,967,-12.6,1.42,0,0,Winter,No Holiday,Yes
2018-02-10,286,14,2.2,24,4.5,1700,-16.3,1.66,0,0,Winter,No Holiday,Yes
2018-02-10,277,15,2,20,4.1,1942,-18.6,1.49,0,0,Winter,No Holiday,Yes
2018-02-10,291,16,0.3,17,4.9,2000,-21.9,0.87,0,0,Winter,No Holiday,Yes
2018-02-10,277,17,-0.9,19,5,2000,-21.6,0.48,0,0,Winter,No Holiday,Yes
2018-02-10,216,18,-2,15,5.6,2000,-25.2,0.13,0,0,Winter,No Holiday,Yes
2018-02-10,151,19,-3.1,14,5.1,2000,-26.9,0,0,0,Winter,No Holiday,Yes
2018-02-10,132,20,-4.4,19,5.8,2000,-24.6,0,0,0,Winter,No Holiday,Yes
2018-02-10,124,21,-5.6,28,4.1,2000,-21.2,0,0,0,Winter,No Holiday,Yes
2018-02-10,128,22,-6.2,32,3.5,2000,-20.2,0,0,0,Winter,No Holiday,Yes
2018-02-10,118,23,-6.7,35,2.1,2000,-19.6,0,0,0,Winter,No Holiday,Yes
2018-02-11,112,0,-6.9,36,2.1,2000,-19.5,0,0,0,Winter,No Holiday,Yes
2018-02-11,95,1,-7,38,2.6,2000,-18.9,0,0,0,Winter,No Holiday,Yes
2018-02-11,93,2,-7,42,1.6,2000,-17.7,0,0,0,Winter,No Holiday,Yes
2018-02-11,58,3,-7.2,43,2,2000,-17.6,0,0,0,Winter,No Holiday,Yes
2018-02-11,34,4,-7.5,42,2.4,1998,-18.2,0,0,0,Winter,No Holiday,Yes
2018-02-11,19,5,-7.8,39,2.8,2000,-19.3,0,0,0,Winter,No Holiday,Yes
2018-02-11,39,6,-8.4,33,1.4,1963,-21.8,0,0,0,Winter,No Holiday,Yes
2018-02-11,40,7,-9.2,34,2,1945,-22.2,0,0,0,Winter,No Holiday,Yes
2018-02-11,81,8,-9.4,29,1.9,1967,-24.1,0.03,0,0,Winter,No Holiday,Yes
2018-02-11,126,9,-8.6,28,1.5,1786,-23.8,0.49,0,0,Winter,No Holiday,Yes
2018-02-11,130,10,-6.9,21,3.4,1827,-25.6,1.16,0,0,Winter,No Holiday,Yes
2018-02-11,155,11,-5,25,3.2,1853,-22,1.75,0,0,Winter,No Holiday,Yes
2018-02-11,174,12,-3.9,28,2.9,1921,-19.7,2.12,0,0,Winter,No Holiday,Yes
2018-02-11,212,13,-2.4,28,3,1953,-18.4,2.35,0,0,Winter,No Holiday,Yes
2018-02-11,191,14,-2.2,29,4.1,1983,-17.8,1.93,0,0,Winter,No Holiday,Yes
2018-02-11,181,15,-2.6,31,2.7,1987,-17.4,1.36,0,0,Winter,No Holiday,Yes
2018-02-11,175,16,-3.6,36,4.4,2000,-16.5,0.67,0,0,Winter,No Holiday,Yes
2018-02-11,198,17,-4.2,47,2.7,2000,-13.8,0.31,0,0,Winter,No Holiday,Yes
2018-02-11,150,18,-4.6,56,3.6,2000,-12,0.09,0,0,Winter,No Holiday,Yes
2018-02-11,147,19,-5.2,66,3.1,2000,-10.5,0,0,0,Winter,No Holiday,Yes
2018-02-11,127,20,-5.7,67,2.6,2000,-10.8,0,0,0,Winter,No Holiday,Yes
2018-02-11,119,21,-5.6,69,2.2,1984,-10.3,0,0,0,Winter,No Holiday,Yes
2018-02-11,103,22,-5.8,57,3.2,1980,-12.9,0,0,0,Winter,No Holiday,Yes
2018-02-11,91,23,-7,49,3.4,1984,-15.9,0,0,0,Winter,No Holiday,Yes
2018-02-12,103,0,-7.7,52,3.2,1982,-15.8,0,0,0,Winter,No Holiday,Yes
2018-02-12,69,1,-7.9,52,3.7,1961,-16,0,0,0,Winter,No Holiday,Yes
2018-02-12,45,2,-8.3,49,2.7,2000,-17.1,0,0,0,Winter,No Holiday,Yes
2018-02-12,21,3,-8.5,35,2.7,2000,-21.2,0,0,0,Winter,No Holiday,Yes
2018-02-12,33,4,-8.6,31,3.5,2000,-22.7,0,0,0,Winter,No Holiday,Yes
2018-02-12,30,5,-9.2,37,1.1,2000,-21.2,0,0,0,Winter,No Holiday,Yes
2018-02-12,109,6,-9.5,36,1.5,2000,-21.8,0,0,0,Winter,No Holiday,Yes
2018-02-12,236,7,-9.5,35,1.1,2000,-22.1,0,0,0,Winter,No Holiday,Yes
2018-02-12,517,8,-9.1,33,2.1,1998,-22.4,0.03,0,0,Winter,No Holiday,Yes
2018-02-12,262,9,-8.4,28,2.2,1947,-23.7,0.49,0,0,Winter,No Holiday,Yes
2018-02-12,161,10,-6.7,23,2.4,1938,-24.4,1.25,0,0,Winter,No Holiday,Yes
2018-02-12,190,11,-6.1,25,2.8,1976,-22.9,1.28,0,0,Winter,No Holiday,Yes
2018-02-12,202,12,-4.6,32,4.2,1874,-18.8,1.43,0,0,Winter,No Holiday,Yes
2018-02-12,246,13,-2.7,29,2.9,1961,-18.3,2.29,0,0,Winter,No Holiday,Yes
2018-02-12,182,14,-2.4,30,3.4,1824,-17.6,2.08,0,0,Winter,No Holiday,Yes
2018-02-12,228,15,-2.1,30,3.9,1933,-17.3,2.22,0,0,Winter,No Holiday,Yes
2018-02-12,239,16,-2.4,33,4.5,1815,-16.5,1.55,0,0,Winter,No Holiday,Yes
2018-02-12,288,17,-3.1,36,4.4,1988,-16,0.89,0,0,Winter,No Holiday,Yes
2018-02-12,475,18,-4.4,46,3.5,2000,-14.3,0.23,0,0,Winter,No Holiday,Yes
2018-02-12,340,19,-4.9,52,2,2000,-13.2,0,0,0,Winter,No Holiday,Yes
2018-02-12,244,20,-4.7,55,1.7,2000,-12.3,0,0,0,Winter,No Holiday,Yes
2018-02-12,253,21,-4.3,59,3,1239,-11.1,0,0,0,Winter,No Holiday,Yes
2018-02-12,200,22,-4.2,57,1.7,2000,-11.4,0,0,0,Winter,No Holiday,Yes
2018-02-12,140,23,-4.4,58,2.4,2000,-11.4,0,0,0,Winter,No Holiday,Yes
2018-02-13,158,0,-5,60,1.8,1995,-11.5,0,0,0,Winter,No Holiday,Yes
2018-02-13,146,1,-5.5,60,1.3,1994,-12,0,0,0,Winter,No Holiday,Yes
2018-02-13,106,2,-6,58,2,2000,-12.9,0,0,0,Winter,No Holiday,Yes
2018-02-13,70,3,-6.2,61,1.3,1992,-12.5,0,0,0,Winter,No Holiday,Yes
2018-02-13,46,4,-6.4,62,1.8,1978,-12.4,0,0,0,Winter,No Holiday,Yes
2018-02-13,51,5,-6.7,64,1.6,1981,-12.3,0,0,0,Winter,No Holiday,Yes
2018-02-13,96,6,-7.1,70,1,1977,-11.6,0,0,0,Winter,No Holiday,Yes
2018-02-13,294,7,-7.2,70,1.9,1946,-11.7,0,0,0,Winter,No Holiday,Yes
2018-02-13,568,8,-7.1,68,0.6,1931,-12,0.03,0,0,Winter,No Holiday,Yes
2018-02-13,285,9,-5.9,52,1.4,1935,-14.1,0.53,0,0,Winter,No Holiday,Yes
2018-02-13,200,10,-2.4,41,1.5,1905,-13.8,1.19,0,0,Winter,No Holiday,Yes
2018-02-13,252,11,-0.3,40,3.4,1728,-12.2,1.73,0,0,Winter,No Holiday,Yes
2018-02-13,281,12,1,41,3.3,1794,-10.8,2.11,0,0,Winter,No Holiday,Yes
2018-02-13,256,13,2.6,40,3.5,1854,-9.6,2.28,0,0,Winter,No Holiday,Yes
2018-02-13,300,14,3.7,39,3.8,1908,-9,2.19,0,0,Winter,No Holiday,Yes
2018-02-13,295,15,3.7,40,5.3,1950,-8.6,1.96,0,0,Winter,No Holiday,Yes
2018-02-13,328,16,3.9,41,4,1973,-8.1,1.24,0,0,Winter,No Holiday,Yes
2018-02-13,410,17,3.5,46,3.1,1992,-7,0.39,0,0,Winter,No Holiday,Yes
2018-02-13,604,18,3.1,50,3.7,2000,-6.3,0.07,0,0,Winter,No Holiday,Yes
2018-02-13,406,19,2.4,57,3.2,1995,-5.2,0,0,0,Winter,No Holiday,Yes
2018-02-13,323,20,2.3,59,3.8,1981,-4.9,0,0,0,Winter,No Holiday,Yes
2018-02-13,290,21,2.6,57,3.8,2000,-5,0,0,0,Winter,No Holiday,Yes
2018-02-13,291,22,2.6,57,3.1,2000,-5,0,0,0,Winter,No Holiday,Yes
2018-02-13,211,23,2.4,59,3.2,2000,-4.8,0,0,0,Winter,No Holiday,Yes
2018-02-14,178,0,2,65,2.2,1885,-3.9,0,0,0,Winter,No Holiday,Yes
2018-02-14,213,1,1.3,67,1.2,1738,-4.1,0,0,0,Winter,No Holiday,Yes
2018-02-14,129,2,1.2,64,0.9,1680,-4.8,0,0,0,Winter,No Holiday,Yes
2018-02-14,101,3,1.1,65,1,1596,-4.7,0,0,0,Winter,No Holiday,Yes
2018-02-14,51,4,1.1,67,1.7,1506,-4.3,0,0,0,Winter,No Holiday,Yes
2018-02-14,56,5,1,68,0.6,1519,-4.2,0,0,0,Winter,No Holiday,Yes
2018-02-14,108,6,1.1,66,0.9,1550,-4.5,0,0,0,Winter,No Holiday,Yes
2018-02-14,292,7,1.3,66,1.1,1534,-4.3,0,0,0,Winter,No Holiday,Yes
2018-02-14,606,8,2.1,65,1.1,1559,-3.8,0.01,0,0,Winter,No Holiday,Yes
2018-02-14,326,9,3.9,64,2.9,1483,-2.3,0.18,0,0,Winter,No Holiday,Yes
2018-02-14,241,10,5.2,65,3.9,1313,-0.8,0.56,0,0,Winter,No Holiday,Yes
2018-02-14,288,11,6.3,67,3.5,1179,0.6,0.52,0,0,Winter,No Holiday,Yes
2018-02-14,312,12,6.9,67,3.9,986,1.1,0.42,0,0,Winter,No Holiday,Yes
2018-02-14,349,13,7.2,65,3.8,773,1,0.61,0,0,Winter,No Holiday,Yes
2018-02-14,398,14,7.8,57,3.5,675,-0.2,1.34,0,0,Winter,No Holiday,Yes
2018-02-14,461,15,8.7,48,4.1,767,-1.7,1.68,0,0,Winter,No Holiday,Yes
2018-02-14,447,16,8,36,3.5,1013,-6.1,1.09,0,0,Winter,No Holiday,Yes
2018-02-14,484,17,6.6,34,2.8,1300,-8.1,0.42,0,0,Winter,No Holiday,Yes
2018-02-14,559,18,5.1,34,2.3,1440,-9.5,0.09,0,0,Winter,No Holiday,Yes
2018-02-14,316,19,3.9,37,1.4,1417,-9.4,0,0,0,Winter,No Holiday,Yes
2018-02-14,262,20,2.8,29,2.8,1473,-13.5,0,0,0,Winter,No Holiday,Yes
2018-02-14,216,21,1.7,27,3.1,1734,-15.3,0,0,0,Winter,No Holiday,Yes
2018-02-14,218,22,0.3,33,4,1436,-14.1,0,0,0,Winter,No Holiday,Yes
2018-02-14,160,23,-0.3,35,2.1,1577,-13.9,0,0,0,Winter,No Holiday,Yes
2018-02-15,126,0,-0.7,37,3.5,1716,-13.6,0,0,0,Winter,Holiday,Yes
2018-02-15,123,1,-1.1,38,2.8,1999,-13.6,0,0,0,Winter,Holiday,Yes
2018-02-15,112,2,-1.2,35,2.2,2000,-14.7,0,0,0,Winter,Holiday,Yes
2018-02-15,74,3,-1.4,34,2.1,2000,-15.2,0,0,0,Winter,Holiday,Yes
2018-02-15,58,4,-1.9,34,3,2000,-15.7,0,0,0,Winter,Holiday,Yes
2018-02-15,32,5,-2.4,33,3.1,2000,-16.5,0,0,0,Winter,Holiday,Yes
2018-02-15,39,6,-2.6,38,1,2000,-15,0,0,0,Winter,Holiday,Yes
2018-02-15,55,7,-3,40,0.9,2000,-14.7,0,0,0,Winter,Holiday,Yes
2018-02-15,112,8,-3,38,1,2000,-15.4,0,0,0,Winter,Holiday,Yes
2018-02-15,112,9,-3.5,30,1.5,1980,-18.6,0,0,0,Winter,Holiday,Yes
2018-02-15,127,10,-1.6,26,1.9,1980,-18.6,1.29,0,0,Winter,Holiday,Yes
2018-02-15,170,11,0.1,22,2,2000,-19.1,1.84,0,0,Winter,Holiday,Yes
2018-02-15,174,12,1.7,20,3,1983,-18.9,2.28,0,0,Winter,Holiday,Yes
2018-02-15,240,13,2.2,18,3.4,1942,-19.7,2.3,0,0,Winter,Holiday,Yes
2018-02-15,270,14,2.9,14,4.3,2000,-22,2.29,0,0,Winter,Holiday,Yes
2018-02-15,276,15,3.8,17,3.2,2000,-19,1.97,0,0,Winter,Holiday,Yes
2018-02-15,273,16,3.2,16,3,2000,-20.2,1.45,0,0,Winter,Holiday,Yes
2018-02-15,236,17,2.4,17,3.1,1990,-20.2,0.78,0,0,Winter,Holiday,Yes
2018-02-15,190,18,1.1,18,2.5,2000,-20.6,0.2,0,0,Winter,Holiday,Yes
2018-02-15,166,19,0.1,21,2.9,2000,-19.7,0,0,0,Winter,Holiday,Yes
2018-02-15,148,20,-0.4,27,2.2,2000,-17.1,0,0,0,Winter,Holiday,Yes
2018-02-15,134,21,-1.1,32,2.4,2000,-15.7,0,0,0,Winter,Holiday,Yes
2018-02-15,145,22,-1.9,30,0.8,2000,-17.2,0,0,0,Winter,Holiday,Yes
2018-02-15,92,23,-2.5,31,1.4,1996,-17.3,0,0,0,Winter,Holiday,Yes
2018-02-16,105,0,-3.3,35,1.8,1977,-16.6,0,0,0,Winter,Holiday,Yes
2018-02-16,77,1,-3.6,35,2,1943,-16.8,0,0,0,Winter,Holiday,Yes
2018-02-16,47,2,-4.1,38,1.2,1996,-16.3,0,0,0,Winter,Holiday,Yes
2018-02-16,36,3,-4.4,37,1.7,1989,-16.9,0,0,0,Winter,Holiday,Yes
2018-02-16,35,4,-4.5,42,1.4,1944,-15.5,0,0,0,Winter,Holiday,Yes
2018-02-16,28,5,-5,44,0.9,1976,-15.3,0,0,0,Winter,Holiday,Yes
2018-02-16,30,6,-5.2,42,0.7,1980,-16.1,0,0,0,Winter,Holiday,Yes
2018-02-16,49,7,-5.4,41,0.3,2000,-16.6,0,0,0,Winter,Holiday,Yes
2018-02-16,68,8,-5.4,38,0.7,2000,-17.5,0.04,0,0,Winter,Holiday,Yes
2018-02-16,48,9,-4.3,33,0.7,1923,-18.2,0.6,0,0,Winter,Holiday,Yes
2018-02-16,78,10,-1.3,32,1.5,1933,-15.9,1.24,0,0,Winter,Holiday,Yes
2018-02-16,93,11,1,25,1.4,1782,-16.8,1.7,0,0,Winter,Holiday,Yes
2018-02-16,137,12,2.2,19,1.4,1946,-19.1,2.01,0,0,Winter,Holiday,Yes
2018-02-16,169,13,3.5,17,3.2,1971,-19.3,2.2,0,0,Winter,Holiday,Yes
2018-02-16,196,14,4.2,18,3.3,1976,-18,2.25,0,0,Winter,Holiday,Yes
2018-02-16,243,15,4,26,3.5,2000,-13.8,1.75,0,0,Winter,Holiday,Yes
2018-02-16,189,16,3.3,38,3.8,1921,-9.6,1.33,0,0,Winter,Holiday,Yes
2018-02-16,210,17,2.5,48,4.2,1979,-7.4,0.76,0,0,Winter,Holiday,Yes
2018-02-16,165,18,1.4,56,3.2,1932,-6.4,0.22,0,0,Winter,Holiday,Yes
2018-02-16,126,19,0.6,59,2.3,1939,-6.5,0,0,0,Winter,Holiday,Yes
2018-02-16,150,20,0.2,61,1.9,1956,-6.4,0,0,0,Winter,Holiday,Yes
2018-02-16,114,21,0.1,67,2.5,1451,-5.3,0,0,0,Winter,Holiday,Yes
2018-02-16,116,22,-0.6,70,3.4,1204,-5.4,0,0,0,Winter,Holiday,Yes
2018-02-16,84,23,-2,51,3.2,1336,-10.8,0,0,0,Winter,Holiday,Yes
2018-02-17,79,0,-2.7,41,3.2,1695,-14.1,0,0,0,Winter,Holiday,Yes
2018-02-17,71,1,-3.1,36,3.5,2000,-16,0,0,0,Winter,Holiday,Yes
2018-02-17,56,2,-3.8,30,3.9,2000,-18.8,0,0,0,Winter,Holiday,Yes
2018-02-17,34,3,-4.5,28,3,2000,-20.3,0,0,0,Winter,Holiday,Yes
2018-02-17,20,4,-5.2,28,2.5,2000,-20.9,0,0,0,Winter,Holiday,Yes
2018-02-17,14,5,-5.7,31,2.3,1999,-20.1,0,0,0,Winter,Holiday,Yes
2018-02-17,39,6,-6.2,32,2.5,2000,-20.2,0,0,0,Winter,Holiday,Yes
2018-02-17,35,7,-6.8,32,1.6,2000,-20.7,0,0,0,Winter,Holiday,Yes
2018-02-17,80,8,-7.1,30,1.7,1991,-21.7,0.04,0,0,Winter,Holiday,Yes
2018-02-17,98,9,-6.5,26,2.4,1874,-22.8,0.64,0,0,Winter,Holiday,Yes
2018-02-17,103,10,-4.3,21,1.4,1908,-23.4,1.34,0,0,Winter,Holiday,Yes
2018-02-17,155,11,-2.8,19,2.6,1957,-23.2,1.91,0,0,Winter,Holiday,Yes
2018-02-17,183,12,-1.3,17,1.5,1998,-23.2,2.28,0,0,Winter,Holiday,Yes
2018-02-17,193,13,-0.4,15,2.4,1938,-23.9,2.46,0,0,Winter,Holiday,Yes
2018-02-17,258,14,-0.1,15,4,2000,-23.7,2.39,0,0,Winter,Holiday,Yes
2018-02-17,273,15,1,14,4.6,2000,-23.5,2.12,0,0,Winter,Holiday,Yes
2018-02-17,267,16,1.3,15,4.2,2000,-22.5,1.63,0,0,Winter,Holiday,Yes
2018-02-17,250,17,0.6,17,3.3,2000,-21.7,0.79,0,0,Winter,Holiday,Yes
2018-02-17,223,18,-0.3,17,1.9,2000,-22.4,0.2,0,0,Winter,Holiday,Yes
2018-02-17,169,19,-1.5,32,2.5,2000,-16,0,0,0,Winter,Holiday,Yes
2018-02-17,145,20,-2.1,38,2,2000,-14.5,0,0,0,Winter,Holiday,Yes
2018-02-17,133,21,-2.3,38,2.3,2000,-14.7,0,0,0,Winter,Holiday,Yes
2018-02-17,123,22,-2.7,42,2.2,2000,-13.8,0,0,0,Winter,Holiday,Yes
2018-02-17,117,23,-2.9,31,3.8,2000,-17.7,0,0,0,Winter,Holiday,Yes
2018-02-18,99,0,-3.6,33,1.7,2000,-17.5,0,0,0,Winter,No Holiday,Yes
2018-02-18,103,1,-4.4,33,1.4,2000,-18.2,0,0,0,Winter,No Holiday,Yes
2018-02-18,86,2,-4.7,33,0.1,2000,-18.5,0,0,0,Winter,No Holiday,Yes
2018-02-18,56,3,-4.5,26,0,2000,-21.1,0,0,0,Winter,No Holiday,Yes
2018-02-18,37,4,-4.1,27,0.6,2000,-20.3,0,0,0,Winter,No Holiday,Yes
2018-02-18,22,5,-4,28,0.5,2000,-19.8,0,0,0,Winter,No Holiday,Yes
2018-02-18,38,6,-4.1,30,1.1,2000,-19.1,0,0,0,Winter,No Holiday,Yes
